,text,likes,dislikes
330,"Why are we wasting time talking about this, lol.  He was happy, she was happy, end of story, have we not got anything else interesting to talk about?",0,0
331,"Bruh, the kiss was not even a second and people apeing, he was proud and didnt mean to, people are making these sound worst then it should be",0,0
332,i did not consent to illegal lockdown attempts.,1,0
333,"Alexia Putellas is the current ballon doorholder💀 <a href=""https://www.youtube.com/watch?v=UA13nn0CYy0&amp;t=2m09s"">2:09</a>",0,0
334,"They never have this resolve for racism so far as I&#39;m concerned, he did nothing wrong. Since one wrong can go unquestioned, let them all go unquestioned. Open the floodgates. Usher in hell once and for all. Lets see how you flesh and bloods survive that.",0,0
335,I support him. For the very reason that women love promoting prostitution these days more than ever so hey. What goes around comes back around and onto the cheeks,1,0
336,Pepe Les Pew could&#39;ve been Spanish,0,0
337,Get another squad together if they don&#39;t want to play!!,0,0
338,Just another dirty old man.,0,0
339,Rubiales should declare that he is a woman. All his problems will go away. 😂,0,0
340,"This is silly. I was a football coach for my daughters school team back in the mid 90s. An encouraging pat on the bottom was never seen as an issue. Sometimes if they lost a match, one of the girls would be visibly upset. I use to hug them so tight. Give them little kisses and whisper encouragement such as “you did me proud sweetheart”. I believe those girls to this day would thank me for that.",0,0
341,"Watch football wins though out history in Europe look at how men celibate wins, count the sex offence 🎉😂",0,0
342,FA 😂 just found out why you don&#39;t invite women to men&#39;s culture. They are gonna sue and then claim only women can control this culture. Yah just played yourself guys I don&#39;t expect the fa to survive this cos once the activists get a little win they will go for the whole cake,0,0
343,Imagine being Spanish and showing your culture,12,0
344,If that&#39;s the case then women should stop taking off their jerseys when they score a goal.,1,0
345,"While his initial actions were wrong, the reaction that followed was out of proportion. I don&#39;t think his actions were necessarily malicious in nature. This is more likely a result of feminism than an illegal act.",3,0
346,Yet if this was a woman kissing a man its all ok and if the man was a model I bet there would be no drama fkn millennials they fkn just won a world cup she had her arms around him there was no fk off or no,1,0
347,"Over reacting modern bs! This modern world and modern attitudes suck ass, blowing every little thing out of proportion. &#39;Beam me up Scotty&#39;, I need off this rock.",1,0
348,"Before you judge anyone, make sure you are perfect.",0,0
349,very very unfair. 100% agree to Rubiales!!!!,0,0
350,And suddenly a kiss is more important than hundreds drowning in the sea . Shame on humanity.,0,0
351,The world has gone mad..pure excitement and elatedness at the win..she needs to pack in football..Beverly totally unjustifiable xx,0,0
352,Honestly this issue is bad from the angle I saw the picture I don&#39;t know if he kissed her on the lips. The guy was happy about the win. As a guy you don&#39;t expect to do those things to a lady people will read many meanings in it. As a lady if you don&#39;t like something resist it.,0,0
353,"t&#39;s not really  a big deal you are exaggerating <br>it was just a kissing that both were consent to it <br>please finish this issue",0,0
354,"Intersectional feminism destroys even such a great moment in women sports.<br>Well done.<br>Rubiales also handled it wrongly in my opinion. He should have honestly apologized to Hermoso first, and then he should have said that he doesn&#39;t step down.<br>Issue solved.<br>...but no, in this world he has to be publicly demolished over one kiss, by other women, by FIFA, and by politicians as well  He was clearly overwhelmed by his feelings and she was too. <br><br>Yes, he shouldn&#39;t have done it, but she also let it happen in this very glorious moment. Both are humans who make mistakes, and that&#39;s what we all do btw.<br><br>As I said before, this issue was handled totally wrong by both actors involved, but other sinister forces have to make a &quot;global embarrassment&quot; out of this to further divide people instead of bringing us all together, especially when a women soccer team wins the world championship.<br><br>In the end, as a male, I lost interest to continue to watch women soccer, also because of the controversy around the American women soccer team and how disrespectful they behaved in this tournament.",0,0
355,Trust the feminists and media to make something big out of nothing. She clearly didn&#39;t mind it and it was a lil peck bloody hell,0,0
356,"If this gripping the head, holding it in place for his desire to kiss the woman was done in any other profession he would be fired immediately 🤬",1,0
357,"can you just grab the mother of rubiales in her pussy if you come across her?????<br>she wouldn&#39;t have had to go on a hunger strike if she&#39;d raised that ball-grabbing sexually transgressive behaviour better. because rudiales stays on in the spanish football federation  now kills his own mother. she didn&#39;t make a smart boy out of it either so .she raised a narcissist",0,0
358,Kissing is now illegal !,0,0
359,"Maybe a private behind the scene friendship  unthinkingly made public...., Unprofessional  nevertheless",0,0
360,What a piss take,0,0
361,"A tisk&#39; tisk&#39; it isn&#39;t such a bliss. A task&#39; it, might&#39; had been. If never for their pissing, in the proverbial feminist winds. The dogs still&#39; want to play. After helping their one time toys, gain the upper hand. Now&#39; being cut-off at the balls. So women are ruling the land. As warned in spript&#39; and song, wait&#39; though it tarrys. Times <br>of misfortune, will be man&#39;s unpopular song. For not listening&#39; to lessons past, do not let p**y lead you off&#39; the rightous path. As jezabel and Delilah&#39; had&#39; to morned. And the rulers of the people, lay castrate. While females they empowered, laugh and venumetlly&#39; scorn.",0,0
362,This world has gone to shit😊,0,0
363,A kiss now a witch hunt.... it&#39;s like a Walt Disney&#39;s fairy tale film script in 2023! Go woke Go broke......,0,0
364,I&#39;d  snog him!  He&#39;s gorgeous 😍,0,0
365,She is effected by other people... Not by her own feelings. She doesn&#39;t look sad when the kiss is done. I agree is not ok to do this... But loose his job is just ridiculous. If he apologies then it&#39;s nothing to argue about...in this situation you should always get a new chans. People just like to spread their own hate on wrong things...she is an adult and can decide for herself,1,0
366,"I bet y’all if he had kissed a member of the men’s team on the lips, he would’ve been celebrated 😂.",1,0
367,"Women are incredibly weak, especially mentally, as the reaction to this demonstrates.",0,0
368,Always Spreading rumours,0,0
369,"In the theft of a kiss lies the power to shatter hearts, fracture trust, and tarnish accomplishments. For in that fleeting moment, a stolen kiss can unravel joy, sever relationships, bruise friendships, and even taint the course of one&#39;s career. Let it be a reminder that consent is the guardian of moments cherished, preserving the beauty of connection and safeguarding the essence of true victory.",0,0
